person_id,aircraft_type,flight_no,pickup_stop_order,delivery_stop_order
P3220,T3,22,5,6
P3221,T3,72,3,4
P3222,T3,90,0,3
P3223,T1,3,3,5
P3224,T2,1,3,4
P3225,T3,72,0,1
P3226,T3,18,2,4
P3227,T2,11,0,3
P3228,T3,78,1,3
P3229,T3,14,3,4
P3230,T3,91,3,5
P3231,T3,15,0,1
P3232,T3,34,5,6
P3233,T2,8,3,4
P3234,T1,2,0,2
P3235,T3,86,0,2
P3236,T3,59,5,6
P3237,T3,28,1,3
P3238,T3,97,0,1
P3239,T3,77,3,4
P3240,T3,24,0,2
P3241,T3,86,1,3
P3242,T3,51,2,3
P3243,T3,22,0,5
P3244,T3,37,5,6
P3245,T1,1,1,2
P3246,T3,34,2,5
P3247,T3,64,2,5
P3248,T3,26,1,4
P3249,T2,2,0,1
P3250,T2,2,0,1
P3251,T3,99,2,4
P3252,T3,28,1,3
P3253,T3,102,0,2
P3254,T2,11,3,4
P3255,T3,58,2,3
P3256,T1,2,4,6
P3257,T3,80,0,1
P3258,T3,75,2,3
P3259,T3,34,5,6
P3260,T3,97,0,1
P3261,T3,35,1,2
P3262,T3,3,2,3
P3263,T2,11,3,4
P3264,T3,36,0,1
P3265,T3,36,0,1
P3266,T3,1,1,2
P3267,T3,87,0,2
P3268,T3,1,0,1
P3269,T3,19,3,4
P3270,T3,86,0,1
P3271,T3,16,0,1
P3272,T3,101,1,6
P3273,T3,16,2,3
P3274,T3,86,1,3
P3275,T3,7,2,3
P3276,T3,92,0,4
P3277,T3,26,0,2
P3278,T3,42,0,1
P3279,T3,24,0,2
P3280,T3,20,0,1
P3281,T3,63,1,2
P3282,T3,65,0,3
P3283,T3,57,0,2
P3284,T3,69,1,2
P3285,T3,59,5,6
P3286,T3,72,3,4
P3287,T3,91,0,3
P3288,T3,36,0,1
P3289,T3,5,2,3
P3290,T3,27,1,2
P3291,T2,2,4,6
P3292,T3,15,0,1
P3293,T3,17,1,3
P3294,T3,49,1,3
P3295,T2,9,3,5
P3296,T3,14,3,4
P3297,T2,12,2,3
P3298,T2,5,2,3
P3299,T3,78,1,3
P3300,T3,22,3,4
P3301,T3,76,4,5
P3302,T3,57,0,2
P3303,T3,54,0,3
P3304,T2,1,0,2
P3305,T3,45,0,1
P3306,T3,14,3,4
P3307,T3,63,1,2
P3308,T3,57,0,2
P3309,T3,90,0,2
P3310,T3,24,0,2
P3311,T3,101,0,2
P3312,T3,44,0,1
P3313,T3,45,0,1
P3314,T3,69,1,2
P3315,T3,18,3,4
P3316,T3,24,0,1
P3317,T3,51,2,3
P3318,T3,73,2,3
P3319,T2,8,3,4
P3320,T3,47,0,2
P3321,T3,73,3,4
P3322,T3,91,0,3
P3323,T3,7,2,3
P3324,T3,29,1,2
P3325,T3,97,0,1
P3326,T3,57,0,2
P3327,T3,15,0,1
P3328,T3,51,2,3
P3329,T3,44,0,1
P3330,T3,79,0,1
P3331,T3,64,2,5
P3332,T2,2,4,6
P3333,T3,72,3,4
P3334,T3,97,0,1
P3335,T3,34,1,5
P3336,T3,69,1,2
P3337,T3,98,3,4
P3338,T3,73,2,3
P3339,T3,2,1,2
P3340,T3,65,1,2
P3341,T3,58,0,2
P3342,T3,101,1,6
P3343,T3,80,1,4
P3344,T3,51,0,1
P3345,T3,47,0,3
P3346,T3,90,0,2
P3347,T2,12,1,2
P3348,T3,95,0,1
P3349,T3,77,3,4
P3350,T3,44,2,3
P3351,T3,53,5,6
P3352,T3,54,0,3
P3353,T3,86,2,3
P3354,T3,15,0,1
P3355,T3,7,2,3
P3356,T3,24,0,1
P3357,T2,5,2,3
P3358,T3,37,1,3
P3359,T2,9,3,5
P3360,T3,56,0,2
P3361,T3,57,2,3
P3362,T3,11,0,1
P3363,T3,12,0,1
P3364,T3,79,1,2
P3365,T3,68,0,4
P3366,T1,3,0,2
P3367,T3,35,2,3
P3368,T3,61,0,3
P3369,T3,92,0,5
P3370,T3,79,0,1
P3371,T3,99,1,5
P3372,T2,1,3,4
P3373,T3,53,5,6
P3374,T1,2,4,6
P3375,T3,22,0,5
P3376,T3,79,3,4
P3377,T2,9,3,5
P3378,T2,5,2,3
P3379,T3,98,3,4
P3380,T3,86,2,3
P3381,T3,44,0,1
P3382,T3,87,3,4
P3383,T3,8,1,2
P3384,T3,98,3,4
P3385,T1,3,0,2
P3386,T3,77,3,4
P3387,T3,26,1,4
P3388,T3,8,1,2
P3389,T3,13,1,2
P3390,T3,61,1,3
P3391,T3,77,3,4
P3392,T3,71,2,3
P3393,T3,72,3,4
P3394,T3,16,0,1
P3395,T3,16,2,3
P3396,T3,49,2,3
P3397,T2,9,4,5
P3398,T3,58,1,3
P3399,T3,61,1,3
P3400,T3,49,2,3
P3401,T3,64,1,3
P3402,T2,9,0,2
P3403,T3,12,0,1
P3404,T2,1,3,4
P3405,T1,1,1,2
P3406,T3,45,0,1
P3407,T3,31,2,3
P3408,T3,95,1,3
P3409,T3,36,0,1
P3410,T2,1,0,2
P3411,T3,102,4,5
P3412,T3,30,1,2
P3413,T3,51,2,3
P3414,T3,49,1,3
P3415,T2,1,3,4
P3416,T3,92,0,4
P3417,T3,68,2,3
P3418,T3,11,0,1
P3419,T3,4,1,2
P3420,T3,68,0,4
P3421,T3,22,5,6
P3422,T3,44,0,1
P3423,T3,88,0,2
P3424,T3,14,3,4
P3425,T3,21,0,1
P3426,T2,9,4,5
P3427,T3,24,0,1
P3428,T3,90,0,2
P3429,T3,86,2,3
P3430,T3,13,1,2
P3431,T1,3,3,5
P3432,T3,58,2,3
P3433,T2,2,0,2
P3434,T1,2,4,6
P3435,T3,70,2,3
P3436,T3,51,0,1
P3437,T3,7,0,1
P3438,T3,79,3,4
P3439,T2,8,3,4
P3440,T2,11,0,3
P3441,T3,36,0,1
P3442,T3,80,1,4
P3443,T3,86,0,2
P3444,T3,72,3,4
P3445,T2,2,0,2
P3446,T3,26,1,4
P3447,T1,2,4,6
P3448,T2,2,4,6
P3449,T3,80,4,5
P3450,T3,18,2,4
P3451,T3,79,3,4
P3452,T3,92,0,4
P3453,T3,102,3,4
P3454,T3,53,5,6
P3455,T3,49,2,3
P3456,T3,101,3,4
P3457,T3,21,0,1
P3458,T3,13,1,2
P3459,T3,86,0,1
P3460,T3,55,3,4
P3461,T3,68,0,4
P3462,T3,95,0,1
P3463,T3,74,1,2
P3464,T3,20,0,1
P3465,T3,18,2,4
P3466,T3,26,0,2
P3467,T3,6,2,3
P3468,T3,57,2,3
P3469,T3,95,0,1
P3470,T3,76,4,5
P3471,T3,87,0,2
P3472,T2,12,1,2
P3473,T1,3,0,3
P3474,T3,26,1,4
P3475,T3,17,0,1
P3476,T2,3,0,1
P3477,T3,91,0,3
P3478,T3,20,0,1
P3479,T3,101,1,6
P3480,T2,12,1,2
P3481,T3,13,1,2
P3482,T3,19,3,4
P3483,T3,58,0,2
P3484,T3,58,1,3
P3485,T3,18,2,4
P3486,T2,5,2,3
P3487,T3,88,3,6
P3488,T3,49,0,1
P3489,T3,31,1,2
P3490,T3,18,2,4
P3491,T3,44,2,3
P3492,T3,53,5,6
P3493,T3,55,2,4
P3494,T3,18,2,4
P3495,T2,1,0,2
P3496,T3,5,2,3
P3497,T2,1,0,2
P3498,T2,10,2,3
P3499,T2,9,4,5
P3500,T3,64,2,5
P3501,T3,98,3,4
P3502,T2,5,2,3
P3503,T3,95,1,3
P3504,T3,29,1,2
P3505,T3,79,0,1
P3506,T3,34,0,1
P3507,T3,79,0,1
P3508,T3,19,2,4
P3509,T3,47,0,3
P3510,T3,86,0,1
P3511,T3,33,2,3
P3512,T3,13,1,2
P3513,T3,68,2,3
P3514,T3,86,2,3
P3515,T3,58,2,3
P3516,T3,51,0,1
P3517,T2,11,3,4
P3518,T3,7,0,1
P3519,T3,88,3,6
P3520,T3,86,1,3
P3521,T3,102,3,4
P3522,T3,58,2,3
P3523,T2,9,4,5
P3524,T3,36,0,1
P3525,T3,73,3,4
P3526,T3,17,1,3
P3527,T3,28,1,3
P3528,T3,5,1,2
P3529,T1,1,1,2
P3530,T3,76,0,1
P3531,T2,8,0,3
P3532,T3,47,0,3
P3533,T3,36,0,1
P3534,T3,13,2,3
P3535,T3,13,2,3
P3536,T3,35,2,3
P3537,T3,13,2,3
P3538,T3,95,0,1
P3539,T2,6,1,2
P3540,T3,101,1,6
P3541,T3,80,0,1
P3542,T3,54,0,3
P3543,T3,57,0,2
P3544,T3,45,0,1
P3545,T3,86,0,2
P3546,T3,54,0,4
P3547,T3,91,0,3
P3548,T3,58,1,3
P3549,T3,65,2,5
P3550,T1,2,4,6
P3551,T3,16,0,1
P3552,T3,56,0,2
P3553,T3,28,1,3
P3554,T3,17,0,1
P3555,T3,14,3,4
P3556,T3,64,1,3
P3557,T3,5,2,3
P3558,T3,80,1,4
P3559,T3,55,2,4
P3560,T3,34,0,1
P3561,T3,77,1,3
P3562,T3,51,2,3
P3563,T3,35,2,3
P3564,T3,55,2,4
P3565,T2,2,4,6
P3566,T3,73,3,4
P3567,T3,17,1,3
P3568,T1,3,3,5
P3569,T3,44,2,3
P3570,T3,72,2,3
P3571,T3,31,1,2
P3572,T3,26,0,2
P3573,T2,2,0,2
P3574,T3,51,0,1
P3575,T3,16,0,1
P3576,T3,95,0,1
P3577,T3,64,1,3
P3578,T3,34,2,5
P3579,T1,3,0,3
P3580,T3,87,3,4
P3581,T3,19,2,4
P3582,T3,47,0,2
P3583,T3,94,1,2
P3584,T3,34,0,1
P3585,T3,22,0,5
P3586,T3,16,0,1
P3587,T2,11,0,3
P3588,T3,95,0,1
P3589,T2,11,0,2
P3590,T3,102,1,5
P3591,T3,97,0,1
P3592,T3,19,0,1
P3593,T3,91,3,5
P3594,T3,78,1,3
P3595,T3,92,0,5
P3596,T3,19,2,4
P3597,T3,72,3,4
P3598,T3,22,0,5
P3599,T2,11,0,2
P3600,T3,1,1,2
P3601,T3,51,0,1
P3602,T3,47,0,3
P3603,T3,49,0,1
P3604,T3,34,2,5
P3605,T3,61,2,4
P3606,T3,55,2,4
P3607,T3,37,1,3
P3608,T3,1,0,1
P3609,T3,7,2,3
P3610,T3,72,0,1
P3611,T2,11,0,3
P3612,T3,72,0,1
P3613,T3,20,0,1
P3614,T3,17,0,1
P3615,T2,8,0,3
P3616,T3,73,2,3
P3617,T3,80,4,5
P3618,T3,102,1,5
P3619,T3,71,2,3
P3620,T3,49,2,3
P3621,T2,1,0,2
P3622,T3,101,3,4
P3623,T3,47,0,3
P3624,T3,12,0,1
P3625,T3,92,0,5
P3626,T2,9,0,2
P3627,T3,86,0,2
P3628,T3,59,5,6
P3629,T3,65,2,5
P3630,T3,58,1,3
P3631,T3,1,0,1
P3632,T2,1,3,4
P3633,T3,58,0,2
P3634,T3,17,0,1
P3635,T3,17,1,3
P3636,T3,21,0,1
P3637,T3,76,0,1
P3638,T2,12,2,3
P3639,T3,44,2,3
P3640,T2,11,0,3
P3641,T3,73,3,4
P3642,T3,65,4,5
P3643,T3,65,1,2
P3644,T2,3,0,1
P3645,T3,76,4,5
P3646,T3,17,2,3
P3647,T3,86,1,3
P3648,T3,7,2,3
P3649,T3,54,0,3
P3650,T2,3,0,2
P3651,T3,17,0,1
P3652,T3,59,0,2
P3653,T3,65,2,5
P3654,T3,58,2,3
P3655,T3,28,0,2
P3656,T3,97,0,1
P3657,T3,17,2,3
P3658,T3,47,0,2
P3659,T3,54,5,6
P3660,T3,65,1,2
P3661,T3,36,3,4
P3662,T3,99,2,4
P3663,T3,69,1,2
P3664,T3,92,0,5
P3665,T3,73,2,3
P3666,T3,68,2,3
P3667,T3,34,5,6
P3668,T3,101,3,4
P3669,T3,5,1,2
P3670,T3,26,1,4
P3671,T3,35,2,3
P3672,T3,73,1,2
P3673,T3,18,2,4
P3674,T3,72,0,1
P3675,T2,4,2,3
P3676,T3,26,0,2
P3677,T3,18,2,4
P3678,T3,61,2,4
P3679,T3,28,1,3
P3680,T3,64,1,3
P3681,T3,68,2,3
P3682,T3,73,3,4
P3683,T3,73,2,3
P3684,T3,28,0,2
P3685,T3,44,0,1
P3686,T2,8,0,3
P3687,T3,74,1,2
P3688,T3,5,2,3
P3689,T3,54,5,6
P3690,T3,17,1,3
P3691,T3,80,1,4
P3692,T3,73,2,3
P3693,T2,2,0,1
P3694,T3,47,0,2
P3695,T3,101,3,4
P3696,T3,71,2,3
P3697,T3,102,1,5
P3698,T3,85,0,1
P3699,T2,11,0,2
P3700,T3,34,5,6
P3701,T3,67,1,2
P3702,T3,49,2,3
P3703,T3,92,0,4
P3704,T3,87,3,4
P3705,T2,2,4,6
P3706,T3,12,0,1
P3707,T3,7,2,3
P3708,T3,102,0,2
P3709,T3,75,2,3
P3710,T3,68,2,3
P3711,T3,54,0,4
P3712,T3,18,3,4
P3713,T3,49,2,3
P3714,T3,15,0,1
P3715,T3,34,5,6
P3716,T1,3,3,5
P3717,T3,76,0,1
P3718,T3,61,0,3
P3719,T3,21,2,3
P3720,T3,49,2,3
P3721,T3,91,0,3
P3722,T2,12,2,3
P3723,T3,20,5,6
P3724,T3,73,3,4
P3725,T3,20,0,1
P3726,T3,22,5,6
P3727,T3,58,0,2
P3728,T3,69,1,2
P3729,T2,6,1,2
P3730,T3,86,0,2
P3731,T3,61,2,4
P3732,T3,55,3,4
P3733,T2,7,1,2
P3734,T3,45,0,1
P3735,T3,19,3,4
P3736,T3,22,5,6
P3737,T3,58,2,3
P3738,T3,94,1,2
P3739,T3,61,2,4
P3740,T2,2,4,6
P3741,T2,9,0,2
P3742,T3,76,4,5
P3743,T1,3,3,5
P3744,T2,2,3,5
P3745,T3,72,3,4
P3746,T3,18,3,4
P3747,T3,19,2,4
P3748,T3,76,2,3
P3749,T3,45,0,1
P3750,T2,6,1,2
P3751,T3,47,0,3
P3752,T3,54,0,4
P3753,T2,10,2,3
P3754,T3,102,4,5
P3755,T3,85,0,1
P3756,T3,57,0,2
P3757,T3,68,0,4
P3758,T3,85,0,1
P3759,T3,72,3,4
P3760,T2,3,0,1
P3761,T3,22,0,5
P3762,T3,97,0,1
P3763,T3,92,0,5
P3764,T2,5,2,3
P3765,T3,17,2,3
P3766,T3,21,1,2
P3767,T3,61,2,4
P3768,T3,18,2,4
P3769,T3,18,3,4
P3770,T3,85,0,1
P3771,T3,92,0,4
P3772,T3,65,4,5
P3773,T3,26,1,4
P3774,T3,86,0,1
P3775,T2,3,0,1
P3776,T3,4,1,2
P3777,T3,74,1,2
P3778,T3,2,1,2
P3779,T3,19,0,1
P3780,T3,51,0,1
P3781,T3,76,2,3
P3782,T3,54,0,5
P3783,T3,54,5,6
P3784,T1,2,4,6
P3785,T3,86,1,3
P3786,T2,2,0,1
P3787,T3,35,1,2
P3788,T3,54,5,6
P3789,T3,13,2,3
P3790,T3,32,4,5
P3791,T1,3,0,2
P3792,T3,58,2,3
P3793,T3,86,0,1
P3794,T3,34,2,5
P3795,T3,71,2,3
P3796,T3,28,1,3
P3797,T3,26,0,2
P3798,T3,35,2,3
P3799,T2,8,0,3
P3800,T2,12,2,3
P3801,T3,72,3,4
P3802,T3,31,2,3
P3803,T3,77,3,4
P3804,T3,69,1,2
P3805,T3,51,2,3
P3806,T3,54,5,6
P3807,T3,20,0,1
P3808,T3,17,0,1
P3809,T3,45,0,1
P3810,T1,3,0,3
P3811,T3,16,0,1
P3812,T3,7,2,3
P3813,T3,70,2,3
P3814,T3,12,0,1
P3815,T3,34,0,1
P3816,T3,61,0,3
P3817,T2,3,0,1
P3818,T2,11,3,4
P3819,T3,100,2,3
P3820,T3,98,3,4
P3821,T3,34,5,6
P3822,T3,58,0,2
P3823,T3,61,0,3
P3824,T3,15,0,1
P3825,T3,76,4,5
P3826,T3,91,3,5
P3827,T2,9,4,5
P3828,T3,35,1,2
P3829,T3,95,1,3
P3830,T3,28,1,3
P3831,T3,34,5,6
P3832,T3,58,1,3
P3833,T3,80,1,4
P3834,T3,35,1,2
P3835,T3,35,2,3
P3836,T1,2,0,2
P3837,T3,94,1,2
P3838,T3,102,4,5
P3839,T3,22,5,6
P3840,T3,51,0,1
P3841,T3,31,2,3
P3842,T2,8,3,4
P3843,T3,16,0,1
P3844,T3,59,0,2
P3845,T3,13,2,3
P3846,T3,76,0,1
P3847,T2,8,0,3
P3848,T3,58,0,2
P3849,T3,26,0,2
P3850,T3,51,0,1
P3851,T3,76,0,1
P3852,T3,16,0,1
P3853,T2,12,2,3
P3854,T3,5,2,3
P3855,T3,85,3,5
P3856,T3,95,0,1
P3857,T3,21,2,3
P3858,T3,61,2,4
P3859,T3,54,0,4
P3860,T3,44,2,3
P3861,T3,102,4,5
P3862,T3,47,0,2
P3863,T3,54,5,6
P3864,T3,75,2,3
P3865,T3,84,4,5
P3866,T2,2,3,5
P3867,T3,21,2,3
P3868,T3,92,0,4
P3869,T3,8,1,2
P3870,T3,34,5,6
P3871,T3,6,2,3
P3872,T3,49,0,1
P3873,T3,73,2,3
P3874,T3,18,2,4
P3875,T3,19,0,1
P3876,T3,5,1,2
P3877,T3,45,0,1
P3878,T3,37,1,3
P3879,T3,68,0,4
P3880,T3,20,0,1
P3881,T3,61,1,3
P3882,T3,12,0,1
P3883,T3,34,5,6
P3884,T3,19,0,1
P3885,T2,11,0,2
P3886,T3,55,2,4
P3887,T3,18,2,4
P3888,T3,19,0,1
P3889,T3,86,0,2
P3890,T3,65,2,5
P3891,T3,21,2,3
P3892,T2,3,0,1
P3893,T3,85,3,5
P3894,T3,19,2,4
P3895,T3,59,0,1
P3896,T2,4,2,3
P3897,T3,97,0,1
P3898,T3,86,0,2
P3899,T3,22,3,4
P3900,T3,61,2,4
P3901,T3,61,2,4
P3902,T3,54,5,6
P3903,T2,11,0,2
P3904,T3,14,3,4
P3905,T3,78,1,3
P3906,T3,22,0,5
P3907,T3,49,2,3
P3908,T3,51,2,3
P3909,T3,101,0,2
P3910,T3,60,4,6
P3911,T3,68,0,4
P3912,T3,35,1,2
P3913,T3,80,4,5
P3914,T3,47,0,2
P3915,T3,77,1,3
P3916,T3,1,1,2
P3917,T3,12,0,1
P3918,T3,61,1,3
P3919,T3,51,2,3
P3920,T3,86,0,2
P3921,T3,29,1,2
P3922,T3,33,2,3
P3923,T3,20,5,6
P3924,T2,2,3,5
P3925,T3,26,0,2
P3926,T3,67,1,2
P3927,T3,49,2,3
P3928,T3,61,2,4
P3929,T3,54,0,3
P3930,T3,88,3,6
P3931,T3,65,4,5
P3932,T3,3,1,2
P3933,T3,14,3,4
P3934,T3,72,2,3
P3935,T3,54,0,4
P3936,T3,28,1,3
P3937,T3,58,0,2
P3938,T3,25,0,2
P3939,T1,2,0,2
P3940,T3,21,0,1
P3941,T3,5,1,2
P3942,T3,29,1,2
P3943,T3,4,1,2
P3944,T3,99,2,4
P3945,T1,2,0,2
P3946,T3,3,1,2
P3947,T3,102,0,2
P3948,T3,58,2,3
P3949,T3,32,4,5
P3950,T3,72,3,4
P3951,T3,27,1,2
P3952,T3,73,1,2
P3953,T3,58,2,3
P3954,T3,88,0,2
P3955,T3,72,0,1
P3956,T3,22,5,6
P3957,T2,3,3,4
P3958,T3,34,5,6
P3959,T3,90,0,2
P3960,T3,88,2,6
P3961,T3,19,0,1
P3962,T3,72,3,4
P3963,T3,61,0,3
P3964,T3,71,2,3
P3965,T3,26,1,4
P3966,T2,11,0,2
P3967,T3,88,3,6
P3968,T3,19,0,1
P3969,T3,80,0,1
P3970,T3,90,0,2
P3971,T2,3,3,4
P3972,T3,75,2,3
P3973,T3,17,0,1
P3974,T3,78,1,3
P3975,T2,3,2,4
P3976,T3,63,1,2
P3977,T3,19,2,4
P3978,T3,7,2,3
P3979,T3,14,3,4
P3980,T3,34,5,6
P3981,T3,6,2,3
P3982,T3,54,0,4
P3983,T3,5,2,3
P3984,T3,1,0,1
P3985,T1,2,0,2
P3986,T3,91,3,5
P3987,T2,11,0,3
P3988,T3,3,1,2
P3989,T3,76,0,1
P3990,T3,27,1,2
P3991,T2,12,1,2
P3992,T3,80,0,1
P3993,T3,102,4,5
P3994,T3,17,0,1
P3995,T3,25,3,4
P3996,T3,60,0,3
P3997,T3,79,1,2
P3998,T3,58,0,2
P3999,T3,29,1,2
P4000,T3,21,2,3
