person_id,origin_id,destination_id
P3926,F027,F021
P3927,F034,LAND
P3928,F021,LAND
P3929,LAND,F033
P3930,F051,LAND
P3931,F035,LAND
P3932,F011,F015
P3933,F010,LAND
P3934,F048,F039
P3935,LAND,F019
P3936,F001,LAND
P3937,LAND,F020
P3938,A01,F004
P3939,LAND,F015
P3940,LAND,F001
P3941,F004,F007
P3942,F017,F014
P3943,F002,F004
P3944,F050,F043
P3945,A01,F015
P3946,F011,F015
P3947,LAND,F051
P3948,F020,LAND
P3949,F024,F027
P3950,F039,A03
P3951,F009,F003
P3952,F036,F046
P3953,F020,LAND
P3954,LAND,F041
P3955,LAND,F038
P3956,F004,LAND
P3957,F011,LAND
P3958,F027,LAND
P3959,LAND,F042
P3960,F041,LAND
P3961,A01,F002
P3962,F039,LAND
P3963,LAND,F027
P3964,F043,F051
P3965,F002,LAND
P3966,LAND,F048
P3967,F051,LAND
P3968,LAND,F002
P3969,A03,F045
P3970,LAND,F042
P3971,F011,LAND
P3972,F041,F045
P3973,LAND,F014
P3974,F039,F052
P3975,F008,LAND
P3976,F030,F026
P3977,F013,LAND
P3978,F003,LAND
P3979,F010,LAND
P3980,F027,LAND
P3981,F012,F015
P3982,LAND,F019
P3983,F007,LAND
P3984,LAND,F003
P3985,LAND,F015
P3986,F040,LAND
P3987,LAND,F052
P3988,F011,F015
P3989,LAND,F037
P3990,F009,F003
P3991,F038,F045
P3992,LAND,F045
P3993,F037,LAND
P3994,LAND,F014
P3995,F003,LAND
P3996,LAND,F022
P3997,F036,F049
P3998,LAND,F020
P3999,F017,F014
P4000,F005,LAND
